Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sound,Spreadsheet: pair,Spreadsheet: language,Spreadsheet: randomize_trials,Spreadsheet: left_word,Spreadsheet: right_word,Spreadsheet: first_dim_step,Spreadsheet: second_dim_step,Spreadsheet: endpoint_1,Spreadsheet: endpoint_2,Spreadsheet: break_duration,Spreadsheet: block_display,Manipulation: Spreadsheet,Manipulation: TrialsPerBlock,Manipulation: stimuli_type,Store: left_word,Store: right_word,Store: spreadsheet,Store: Progress,allocator-cukp,randomiser-fgpw
﻿1,1742007224040,"15/03/2025, 02:53:44",1741989224040,-5,"14/03/2025, 16:53:44",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spreadsheet3,
2,1742007239316,"15/03/2025, 02:53:59",1741989239316,-5,"14/03/2025, 16:53:59",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,welcome and task description,dabwcr,1,continue,,13574.700000023842,13570.1,13574.700000023842,13574.700000023842,13570.1,13574.700000023842,1,0,0,,Click To Continue,Continue Button,3,object-283,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
3,1742007243659,"15/03/2025, 02:54:03",1741989243659,-5,"14/03/2025, 16:54:03",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,fixation,71ygsn,2,continue,,4348.800000011921,4345.5999999999985,4348.800000011921,4348.800000011921,4345.5999999999985,4348.800000011921,1,0,0,,Click To Continue,Continue Button,2,object-287,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
4,1742007243687,"15/03/2025, 02:54:03",1741989243687,-5,"14/03/2025, 16:54:03",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,trial,y8sx24,3,info,,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,0,0,,Slider,Slider,2,object-292,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
5,1742007259755,"15/03/2025, 02:54:19",1741989259755,-5,"14/03/2025, 16:54:19",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,trial,y8sx24,3,continue,,16098.200000011922,16084.300000000003,16098.200000011922,16098.200000011922,16084.300000000003,16098.200000011922,1,0,0,,Click To Continue,Continue Button,3,object-293,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
6,1742007259765,"15/03/2025, 02:54:19",1741989259765,-5,"14/03/2025, 16:54:19",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,trial,y8sx24,3,response,87,3496.7000000000044,16084.300000000003,16100.900000000001,3496.7000000000044,16084.300000000003,16100.900000000001,1,12604.199999999997,0,,Slider,Slider,2,object-292,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
7,1742007264533,"15/03/2025, 02:54:24",1741989264533,-5,"14/03/2025, 16:54:24",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,no feedback,ebnzxp,4,continue,,4793.4000000119195,4778.799999999996,4793.4000000119195,4793.4000000119195,4778.799999999996,4793.4000000119195,1,0,0,,Click To Continue,Continue Button,2,object-297,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
8,1742007266820,"15/03/2025, 02:54:26",1741989266820,-5,"14/03/2025, 16:54:26",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,adjust,vl7wbf,5,continue,,2300.7000000059634,2297.600000000006,2300.7000000059634,2300.7000000059634,2297.600000000006,2300.7000000059634,1,0,0,,Click To Continue,Continue Button,2,object-343,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
9,1742007269911,"15/03/2025, 02:54:29",1741989269911,-5,"14/03/2025, 16:54:29",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,3094.4000000178785,3080.2999999999956,3094.4000000178785,3094.4000000178785,3080.2999999999956,3094.4000000178785,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
10,1742007270672,"15/03/2025, 02:54:30",1741989270672,-5,"14/03/2025, 16:54:30",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,3856.000000011918,3846.0999999999985,3856.000000011918,3856.000000011918,3846.0999999999985,3856.000000011918,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
11,1742007270993,"15/03/2025, 02:54:30",1741989270993,-5,"14/03/2025, 16:54:30",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,4176.199999999997,4162.5,4176.199999999997,4176.199999999997,4162.5,4176.199999999997,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
12,1742007271778,"15/03/2025, 02:54:31",1741989271778,-5,"14/03/2025, 16:54:31",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,4961.5999999999985,4945.0999999999985,4961.5999999999985,4961.5999999999985,4945.0999999999985,4961.5999999999985,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
13,1742007272494,"15/03/2025, 02:54:32",1741989272494,-5,"14/03/2025, 16:54:32",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,5677.4000000178785,5661.199999999997,5677.4000000178785,5677.4000000178785,5661.199999999997,5677.4000000178785,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
14,1742007273251,"15/03/2025, 02:54:33",1741989273251,-5,"14/03/2025, 16:54:33",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,6435.000000011918,6427,6435.000000011918,6435.000000011918,6427,6435.000000011918,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
15,1742007273409,"15/03/2025, 02:54:33",1741989273409,-5,"14/03/2025, 16:54:33",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,6592.4000000178785,6576.899999999994,6592.4000000178785,6592.4000000178785,6576.899999999994,6592.4000000178785,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
16,1742007274194,"15/03/2025, 02:54:34",1741989274194,-5,"14/03/2025, 16:54:34",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,7377.9000000178785,7376.0999999999985,7377.9000000178785,7377.9000000178785,7376.0999999999985,7377.9000000178785,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
17,1742007274531,"15/03/2025, 02:54:34",1741989274531,-5,"14/03/2025, 16:54:34",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,7714.300000023839,7709,7714.300000023839,7714.300000023839,7709,7714.300000023839,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
18,1742007275237,"15/03/2025, 02:54:35",1741989275237,-5,"14/03/2025, 16:54:35",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,8421.100000005958,8408.5,8421.100000005958,8421.100000005958,8408.5,8421.100000005958,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
19,1742007275624,"15/03/2025, 02:54:35",1741989275624,-5,"14/03/2025, 16:54:35",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,8807.800000023839,8791.399999999994,8807.800000023839,8807.800000023839,8791.399999999994,8807.800000023839,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
20,1742007276332,"15/03/2025, 02:54:36",1741989276332,-5,"14/03/2025, 16:54:36",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,9515.800000023839,9507.300000000003,9515.800000023839,9515.800000023839,9507.300000000003,9515.800000023839,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
21,1742007276509,"15/03/2025, 02:54:36",1741989276509,-5,"14/03/2025, 16:54:36",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,9690.699999999997,9674,9690.699999999997,9690.699999999997,9674,9690.699999999997,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
22,1742007277218,"15/03/2025, 02:54:37",1741989277218,-5,"14/03/2025, 16:54:37",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,10401.600000005958,10389.899999999994,10401.600000005958,10401.600000005958,10389.899999999994,10401.600000005958,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
23,1742007277711,"15/03/2025, 02:54:37",1741989277711,-5,"14/03/2025, 16:54:37",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,10894.800000023839,10889.699999999997,10894.800000023839,10894.800000023839,10889.699999999997,10894.800000023839,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
24,1742007278418,"15/03/2025, 02:54:38",1741989278418,-5,"14/03/2025, 16:54:38",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,11601.199999999997,11588.800000000003,11601.199999999997,11601.199999999997,11588.800000000003,11601.199999999997,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
25,1742007278908,"15/03/2025, 02:54:38",1741989278908,-5,"14/03/2025, 16:54:38",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,12091.500000011918,12088.099999999991,12091.500000011918,12091.500000011918,12088.099999999991,12091.500000011918,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
26,1742007279616,"15/03/2025, 02:54:39",1741989279616,-5,"14/03/2025, 16:54:39",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,12799.800000023839,12787.5,12799.800000023839,12799.800000023839,12787.5,12799.800000023839,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
27,1742007279938,"15/03/2025, 02:54:39",1741989279938,-5,"14/03/2025, 16:54:39",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,13120.699999999997,13104,13120.699999999997,13120.699999999997,13104,13120.699999999997,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
28,1742007280644,"15/03/2025, 02:54:40",1741989280644,-5,"14/03/2025, 16:54:40",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,13827.699999999997,13819.800000000003,13827.699999999997,13827.699999999997,13819.800000000003,13827.699999999997,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
29,1742007281304,"15/03/2025, 02:54:41",1741989281304,-5,"14/03/2025, 16:54:41",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,14485.39999999998,14469.099999999991,14485.39999999998,14485.39999999998,14469.099999999991,14485.39999999998,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
30,1742007282016,"15/03/2025, 02:54:42",1741989282016,-5,"14/03/2025, 16:54:42",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,15199.500000011918,15185.199999999997,15199.500000011918,15199.500000011918,15185.199999999997,15199.500000011918,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
31,1742007283592,"15/03/2025, 02:54:43",1741989283592,-5,"14/03/2025, 16:54:43",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,16776.000000011918,16766.899999999994,16776.000000011918,16776.000000011918,16766.899999999994,16776.000000011918,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
32,1742007284068,"15/03/2025, 02:54:44",1741989284068,-5,"14/03/2025, 16:54:44",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,17251.699999999997,17249.800000000003,17251.699999999997,17251.699999999997,17249.800000000003,17251.699999999997,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
33,1742007284617,"15/03/2025, 02:54:44",1741989284617,-5,"14/03/2025, 16:54:44",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,17799.199999999983,17782.59999999999,17799.199999999983,17799.199999999983,17782.59999999999,17799.199999999983,1,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
34,1742007285016,"15/03/2025, 02:54:45",1741989285016,-5,"14/03/2025, 16:54:45",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,18199.000000000015,18182.300000000003,18199.000000000015,18199.000000000015,18182.300000000003,18199.000000000015,1,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
35,1742007285488,"15/03/2025, 02:54:45",1741989285488,-5,"14/03/2025, 16:54:45",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,18671.500000011918,18665.09999999999,18671.500000011918,18671.500000011918,18665.09999999999,18671.500000011918,1,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
36,1742007286118,"15/03/2025, 02:54:46",1741989286118,-5,"14/03/2025, 16:54:46",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,19301.699999999997,19297.699999999997,19301.699999999997,19301.699999999997,19297.699999999997,19301.699999999997,1,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
37,1742007287097,"15/03/2025, 02:54:47",1741989287097,-5,"14/03/2025, 16:54:47",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,20280.29999999999,20263.59999999999,20280.29999999999,20280.29999999999,20263.59999999999,20280.29999999999,1,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
38,1742007287645,"15/03/2025, 02:54:47",1741989287645,-5,"14/03/2025, 16:54:47",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,20829.000000011918,20812.899999999994,20829.000000011918,20829.000000011918,20812.899999999994,20829.000000011918,1,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
39,1742007288680,"15/03/2025, 02:54:48",1741989288680,-5,"14/03/2025, 16:54:48",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,21862.199999999997,21845.399999999994,21862.199999999997,21862.199999999997,21845.399999999994,21862.199999999997,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
40,1742007289388,"15/03/2025, 02:54:49",1741989289388,-5,"14/03/2025, 16:54:49",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,22571.500000011918,22561.199999999997,22571.500000011918,22571.500000011918,22561.199999999997,22571.500000011918,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
41,1742007290088,"15/03/2025, 02:54:50",1741989290088,-5,"14/03/2025, 16:54:50",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,23272.000000011918,23260.5,23272.000000011918,23272.000000011918,23260.5,23272.000000011918,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
42,1742007290795,"15/03/2025, 02:54:50",1741989290795,-5,"14/03/2025, 16:54:50",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,23978.30000002384,23976.5,23978.30000002384,23978.30000002384,23976.5,23978.30000002384,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
43,1742007291551,"15/03/2025, 02:54:51",1741989291551,-5,"14/03/2025, 16:54:51",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,24734.500000011918,24725.699999999997,24734.500000011918,24734.500000011918,24725.699999999997,24734.500000011918,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
44,1742007292258,"15/03/2025, 02:54:52",1741989292258,-5,"14/03/2025, 16:54:52",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,25441.40000001788,25425.399999999994,25441.40000001788,25441.40000001788,25425.399999999994,25441.40000001788,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
45,1742007292904,"15/03/2025, 02:54:52",1741989292904,-5,"14/03/2025, 16:54:52",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,26088.100000005958,26074.5,26088.100000005958,26088.100000005958,26074.5,26088.100000005958,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
46,1742007293616,"15/03/2025, 02:54:53",1741989293616,-5,"14/03/2025, 16:54:53",219192,2,task-8qfn,,44424384,12946252,GroupHighLD1,complete,,67d4e864ea4a7c08217b5349,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1366x768,1366x607,,VAS Task,5,spreadsheet3_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,26799.600000005958,26790.399999999994,26799.600000005958,26799.600000005958,26790.399999999994,26799.600000005958,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet3,
