ID	pair	second_dim_step	first_dim_step	norm_response	pred
12875031	indent-intent	1	1	15	10.3796793914194
12875031	indent-intent	1	1	3	10.3796793914194
12875031	indent-intent	1	1	7	10.3796793914194
12875031	indent-intent	1	2	25	17.8156161084643
12875031	indent-intent	1	2	25	17.8156161084643
12875031	indent-intent	1	2	22	17.8156161084643
12875031	indent-intent	1	3	8	33.4701853187513
12875031	indent-intent	1	3	37	33.4701853187513
12875031	indent-intent	1	3	27	33.4701853187513
12875031	indent-intent	1	4	90	54.9396244199706
12875031	indent-intent	1	4	65	54.9396244199706
12875031	indent-intent	1	4	45	54.9396244199706
12875031	indent-intent	1	5	95	71.9220149142772
12875031	indent-intent	1	5	45	71.9220149142772
12875031	indent-intent	1	5	38	71.9220149142772
12875031	indent-intent	1	6	93	80.4215927633997
12875031	indent-intent	1	6	89	80.4215927633997
12875031	indent-intent	1	6	86	80.4215927633997
12875031	indent-intent	1	7	95	83.7179534244034
12875031	indent-intent	1	7	65	83.7179534244034
12875031	indent-intent	1	7	83	83.7179534244034
12875031	indent-intent	2	1	5	16.1236034483935
12875031	indent-intent	2	1	15	16.1236034483935
12875031	indent-intent	2	1	10	16.1236034483935
12875031	indent-intent	2	2	25	16.1759377671153
12875031	indent-intent	2	2	27	16.1759377671153
12875031	indent-intent	2	2	15	16.1759377671153
12875031	indent-intent	2	3	45	33.058573175315
12875031	indent-intent	2	3	30	33.058573175315
12875031	indent-intent	2	3	24	33.058573175315
12875031	indent-intent	2	4	75	81.5465185184579
12875031	indent-intent	2	4	91	81.5465185184579
12875031	indent-intent	2	5	80	81.9807299824179
12875031	indent-intent	2	5	79	81.9807299824179
12875031	indent-intent	2	5	75	81.9807299824179
12875031	indent-intent	2	6	80	81.9817365252445
12875031	indent-intent	2	6	75	81.9817365252445
12875031	indent-intent	2	6	94	81.9817365252445
12875031	indent-intent	2	7	85	81.9817388431213
12875031	indent-intent	2	7	89	81.9817388431213
12875031	indent-intent	2	7	78	81.9817388431213
12875031	indent-intent	3	1	10	16.5850921248706
12875031	indent-intent	3	1	4	16.5850921248706
12875031	indent-intent	3	1	30	16.5850921248706
12875031	indent-intent	3	2	13	16.9849395404327
12875031	indent-intent	3	2	26	16.9849395404327
12875031	indent-intent	3	2	18	16.9849395404327
12875031	indent-intent	3	3	50	35.8103405349708
12875031	indent-intent	3	3	19	35.8103405349708
12875031	indent-intent	3	3	38	35.8103405349708
12875031	indent-intent	3	4	70	82.0205477322914
12875031	indent-intent	3	4	85	82.0205477322914
12875031	indent-intent	3	4	93	82.0205477322914
12875031	indent-intent	3	5	65	84.5066082093058
12875031	indent-intent	3	5	75	84.5066082093058
12875031	indent-intent	3	5	84	84.5066082093058
12875031	indent-intent	3	6	98	84.5459355779512
12875031	indent-intent	3	6	80	84.5459355779512
12875031	indent-intent	3	6	81	84.5459355779512
12875031	indent-intent	3	7	90	84.5465349399298
12875031	indent-intent	3	7	91	84.5465349399298
12875031	indent-intent	3	7	95	84.5465349399298
12875031	indent-intent	4	1	5	19.9663045272861
12875031	indent-intent	4	1	20	19.9663045272861
12875031	indent-intent	4	2	20	20.4341526313138
12875031	indent-intent	4	2	35	20.4341526313138
12875031	indent-intent	4	2	23	20.4341526313138
12875031	indent-intent	4	3	12	29.0535618043688
12875031	indent-intent	4	3	31	29.0535618043688
12875031	indent-intent	4	3	42	29.0535618043688
12875031	indent-intent	4	4	90	66.6498533839511
12875031	indent-intent	4	4	61	66.6498533839511
12875031	indent-intent	4	4	50	66.6498533839511
12875031	indent-intent	4	5	95	77.5376110197614
12875031	indent-intent	4	5	67	77.5376110197614
12875031	indent-intent	4	5	70	77.5376110197614
12875031	indent-intent	4	6	80	78.1592435053416
12875031	indent-intent	4	6	70	78.1592435053416
12875031	indent-intent	4	6	67	78.1592435053416
12875031	indent-intent	4	7	89	78.1880401138494
12875031	indent-intent	4	7	96	78.1880401138494
12875031	indent-intent	4	7	67	78.1880401138494
12875031	indent-intent	5	1	10	23.8596411846285
12875031	indent-intent	5	1	20	23.8596411846285
12875031	indent-intent	5	1	16	23.8596411846285
12875031	indent-intent	5	2	30	23.8744071167
12875031	indent-intent	5	2	23	23.8744071167
12875031	indent-intent	5	2	45	23.8744071167
12875031	indent-intent	5	3	33	30.230717774789
12875031	indent-intent	5	3	15	30.230717774789
12875031	indent-intent	5	3	40	30.230717774789
12875031	indent-intent	5	4	100	87.4840452551379
12875031	indent-intent	5	4	80	87.4840452551379
12875031	indent-intent	5	4	95	87.4840452551379
12875031	indent-intent	5	5	90	88.7047387119236
12875031	indent-intent	5	5	94	88.7047387119236
12875031	indent-intent	5	6	90	88.7073449912323
12875031	indent-intent	5	6	85	88.7073449912323
12875031	indent-intent	5	6	86	88.7073449912323
12875031	indent-intent	5	7	65	88.7073504510974
12875031	indent-intent	5	7	95	88.7073504510974
12875031	indent-intent	5	7	94	88.7073504510974
12875031	kata-katta	1	1	13	33.4444505269092
12875031	kata-katta	1	1	11	33.4444505269092
12875031	kata-katta	1	1	80	33.4444505269092
12875031	kata-katta	1	2	20	33.4444505269092
12875031	kata-katta	1	2	32	33.4444505269092
12875031	kata-katta	1	2	22	33.4444505269092
12875031	kata-katta	1	3	32	33.4444505269092
12875031	kata-katta	1	3	66	33.4444505269092
12875031	kata-katta	1	3	50	33.4444505269092
12875031	kata-katta	1	4	7	33.4444505269092
12875031	kata-katta	1	4	23	33.4444505269092
12875031	kata-katta	1	4	82	33.4444505269092
12875031	kata-katta	1	5	23	33.4444505269092
12875031	kata-katta	1	5	62	33.4444505269092
12875031	kata-katta	1	5	12	33.4444505269092
12875031	kata-katta	1	6	19	33.4444540352718
12875031	kata-katta	1	6	17	33.4444540352718
12875031	kata-katta	1	6	31	33.4444540352718
12875031	kata-katta	1	7	26	53.3332985299418
